title,author,year,genre,audience,pages,goodreads_rating,tags
Man in the Window,Masatoki,2015.0,Mystery,adult,,3.48,adult manga mystery sci-fi
Echoes,Ayumi,2016.0,Sports,adult,,3.48,drama manga sports
Soushi Souai (Mutual Love),Liberum,2015.0,Romance,adult,,3.48,comedy manga romance
Star Wars: Arata naru Kibou (Star Wars: A New Hope - Manga),"Lucas, George",1998.0,Science Fiction,adult,,3.48,adventure manga sci-fi
"Houkago, Sensei to Koi ni Ochiru","Aikawa, Saki",2010.0,Romance,young_adult,,3.48,drama manga romance young_adult
For the Sake of Both,"Hwang, Mi Ri",2009.0,Manga,young_adult,,3.48,comedy drama manga romance young_adult
Bessatsu School Rumble,"Kobayashi, Jin",2010.0,Romance,adult,,3.48,comedy manga romance
Doctor Du Ming,"Zhang, Jing",2008.0,Romance,adult,,3.48,drama manga romance
Blood: the Last Vampire: Kemonotachi no Yoru (Blood: the Last Vampire: Night of the Beasts),"Oshii, Mamoru",2000.0,Horror,adult,,3.48,action horror manga mystery supernatural
Kono Sora ni Hibike,"Shibano, Yuka",2008.0,Manga,young_adult,,3.48,manga young_adult
Seigi Keikan Monju,"Miyashita, Hiroki",2004.0,Science Fiction,adult,,3.48,action adult comedy manga sci-fi
Mayonaka Sanpo,"Nekonome, Hideo",2018.0,Fantasy,adult,,3.48,fantasy manga supernatural
Noroigo no Meshitsukai (The Cursed Prince's Servant),"Shibamiya, Yuki",2020.0,Romance,young_adult,,3.48,fantasy manga romance young_adult
"One Room, Hiatari Futsuu, Tenshi-tsuki. (Studio Apartment, Good Lighting, Angel Included)",matoba,2020.0,Manga,young_adult,,3.48,comedy manga romance supernatural young_adult
Tomie: Nottori,"Itou, Junji",2018.0,Horror,adult,,3.48,drama horror manga supernatural
Uwasa no Kanojo,"Yamashiro, Tonami",,Romance,adult,,3.48,comedy manga romance
Sheikh no Ryakudatsu Ai,"Sagara, Kyouko",,Romance,adult,,3.48,adult adventure manga romance
Boukyaku no Haou Rolan (Rolan the Forgotten King),"Yoshino, Takumi",2010.0,Mystery,young_adult,,3.48,action drama fantasy manga mystery romance supernatural young_adult
Ai ga Love shite You Nano sa,"Jaryuu, Dokuro",2007.0,Comedy,adult,,3.48,comedy lgbt manga
Kidou Senshi V Gundam Gaiden,"Hasegawa, Yuuichi",1993.0,Manga,adult,,3.48,manga
Koi ga Moumoku nara,"Beppu, Chizuko",2000.0,Manga,adult,,3.48,adult manga
Epotoransu! Mai,"Watase, Yuu",1994.0,Romance,young_adult,,3.48,fantasy manga romance young_adult
Et Cetera,"Nakazaki, Tow",1999.0,Action,adult,,3.48,action adventure comedy manga
Saving Life,"Kaneda, Mario",2005.0,Comedy,young_adult,,3.48,comedy ecchi manga young_adult
Dream Kiss,"Ooya, Kazumi",2000.0,Manga,young_adult,,3.48,artistic comedy drama manga music romance showbiz young_adult
Uchuu no Hate no Mannaka no,"Hoshiya, Kaori",2017.0,Manga,young_adult,,3.48,manga young_adult
Yajin,"Okabe, Uru",2018.0,Horror,adult,,3.48,horror manga supernatural
Dakishimetemo Ii yo (Feel Free to Hug Me),"Imai, Yuumi",2019.0,Romance,adult,,3.48,lgbt manga supernatural
Nibun no Ichi Fuufu (One Half of a Married Couple),"Kurosawa, Akiyo",2019.0,Romance,adult,,3.48,drama manga romance
Boku no Okusan wa Chotto Kowai (My Wife Is a Little Intimidating),"Kurita, Aguri",2021.0,Slice of Life,adult,,3.48,comedy manga romance slice-of-life
Kasei Madoushi no Isekai Seikatsu: Boukenchuu no Kaseifugyou Uketamawarimasu! (Housekeeping Mage from Another World: Making Your Adventures Feel Like Home!),"Ono, Akihito",2019.0,Romance,adult,,3.48,adult fantasy manga romance
Tsuki to Suppin (Night and Day),"Akegata, Yuu",2019.0,Slice of Life,adult,,3.48,lgbt manga slice-of-life
Murenase! Seton Gakuen: Animal Academy,"Yamashita, Bungo",2018.0,Comedy,adult,,3.48,anthropomorphic comedy coming-of-age ecchi fantasy manga school
Ane wo Suki na Oneesan to (With a Lady Who Likes My Sister.),Shinkun,2020.0,Comedy,adult,,3.48,comedy lgbt manga
Charlotte and Her 5 Disciples,YongYong,2019.0,Romance,adult,,3.48,fantasy manga romance
Happy Life Hajimaru (Happy life will begin.),"Fuwaka, Hayuru",2015.0,Manga,young_adult,,3.48,manga young_adult
Primo Prima!,"Yuzuki, Utano",2013.0,Manga,young_adult,,3.48,manga young_adult
Pichi Pichi Pitch: Mermaid Melody (Mermaid Melody Pichi Pichi Pitch),"Yokote, Michiko",2002.0,Fantasy,young_adult,,3.48,artistic comedy fantasy manga music romance young-adult young_adult
Vampire of the East,"Han, Seung-Hee",2012.0,Mystery,young_adult,,3.48,comedy gender historical manga mystery romance supernatural vampire young_adult
Mirai Nikki: Curse Diary (The Future Diary: Curse Diary),"Tatsukawa, Mitsuhiko",2014.0,Manga,adult,,3.48,comedy coming-of-age manga romance school supernatural
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka 4-koma (Is It Wrong to Try to Pick Up Girls in a Dungeon? Four-Panel Comic),"Takamura, Masaya",2014.0,Fantasy,adult,,3.48,action comedy fantasy manga
Aldnoah.Zero (Aldnoah.Zero Season One),Pinakes,2014.0,Science Fiction,adult,,3.48,action manga sci-fi
Skip! Yamada-kun,"Ohba, Tsugumi",2014.0,Manga,adult,,3.48,adult manga
Megane no Incubus-kun,"Nakano, Emiko",2011.0,Manga,young_adult,,3.48,manga young_adult
Ana Aki Bukuro wa Wasuregachi,"Someya, Minoru",2013.0,Manga,adult,,3.48,adult manga
Tsukimizuki Rikai no Tantei Satsujin,"Akatsuki, Senri",2012.0,Mystery,adult,,3.48,drama manga mystery
Brothers Conflict 2nd Season,Udajo,2013.0,Manga,young_adult,,3.48,manga young_adult
Pocket Monsters Kin Gin: Golden Boys (Pokémon Gold & Silver),"Saitou, Muneo",1999.0,Fantasy,children,,3.48,adventure children fantasy germany johan-liebert manga psychological-thriller serial-killer tenma
Kojin Jugyou,"Yamada, Komomo",2005.0,Romance,young_adult,,3.48,drama manga romance young_adult
Hero (Hero: A man who succeeds dying wishes of Akagi),"Fukumoto, Nobuyuki",2009.0,Manga,adult,,3.48,adult-cast gaming manga strategy
Kusatta Kyoushi no Houteishiki dj -  (Happy Dream?),"Kodaka, Kazuma",,Comedy,adult,,3.48,comedy lgbt manga
Sayonara no Jikan,"Yamanaka, Riko",2008.0,Manga,young_adult,,3.48,manga young_adult
La Mosca,"Kang, Hyung Kyu",2008.0,Mystery,adult,,3.48,action adult manga mystery sci-fi supernatural
Venus Senki (The Venus Wars),"Yasuhiko, Yoshikazu",1986.0,Science Fiction,young_adult,,3.48,action manga sci-fi young_adult
Book Eater,Mackenro,2021.0,Fantasy,adult,,3.48,action adventure fantasy manga
A Dance of Swords in the Night,"Yu, Jinsung",2022.0,Fantasy,adult,,3.48,action fantasy manga
3.11 wo Wasurenai Tame ni Heroes Comeback,"Arakawa, Hiromu",2012.0,Science Fiction,young_adult,,3.48,action manga sci-fi supernatural young_adult
Disciple of the Holy Sword,Mackenro,2022.0,Fantasy,adult,,3.48,action adventure fantasy manga
Daten no Inugami: Slash Døg - High School DxD Universe,"Ishibumi, Ichiei",2017.0,Fantasy,adult,,3.48,action fantasy manga supernatural
Takamori-kun wo Damarasetai!! (I Wanna Shut Up Takamori-kun!!),"Haruno, Kamiharu",2023.0,Manga,young_adult,,3.48,coming-of-age manga romantic-subtext school young_adult
Henai Heartbeat (My Girlfriend Gives Me Goosebumps!),"Iino, Shunsuke",2023.0,Manga,young_adult,,3.48,manga young_adult
Lips Upon a Sword's Edge,Yunsul,2022.0,Romance,adult,,3.48,fantasy manga romance
Surviving as a Fish,Dongwoo,2022.0,Drama,adult,,3.48,anthropomorphic dark drama fantasy isekai manga reincarnation supernatural survival
Voice of Love,Pongpong,2017.0,Manga,adult,,3.48,manga
Personalized Princess,"Hwang, Mi Ri",,Romance,young_adult,,3.48,comedy manga romance young_adult
Panda no Pom,"Saiki, Junichi",2002.0,Manga,young_adult,,3.48,manga young_adult
Akutou Danshi Collection,"Kurumatani, Haruko",2005.0,Romance,young_adult,,3.48,comedy manga romance young_adult
Hana to Harinezumi,Yamada,2012.0,Manga,young_adult,,3.48,manga young_adult
Monster Hunter Episode,Capcom,2010.0,Fantasy,adult,,3.48,action adventure fantasy germany johan-liebert manga psychological-thriller serial-killer tenma
Locomoco,"Ueda, Miwa",2011.0,Manga,young_adult,,3.48,manga young_adult
Kyuuketsuki Kari Maira,"Ikemi, Runa",2009.0,Action,young_adult,,3.48,action manga romance supernatural young_adult
Puchimon,"Nanase, Aoi",2001.0,Historical,adult,,3.48,adult comedy coming-of-age fantasy historical-japan manga ninja romance samurai school supernatural
Spas-Pa,"Miyake, Taishi",2002.0,Action,adult,,3.48,action comedy ecchi manga romance supernatural
Rubbers 7,"Inugami, Sukune",2002.0,Sports,adult,,3.48,comedy drama manga romance sports
Netsu Shisen (Passionate Eyes),"Asami, Miyabi",,Manga,young_adult,,3.48,manga young_adult
Sora ni Haeru,"Nogiri, Youko",2009.0,Manga,young_adult,,3.48,manga young_adult
Hoozuki no Shima,"Sanbe, Kei",2007.0,Horror,adult,,3.48,action adult drama ecchi horror manga mystery suspense
: Tasogare no Kishidan (.hack//Link),"Kikuya, Megane",2007.0,Fantasy,adult,,3.48,adventure fantasy manga
Why Do You Love Me?,Wann,2003.0,Romance,young_adult,,3.48,drama manga romance young_adult
Andante,"Obana, Miho",2001.0,Manga,young_adult,,3.48,manga young_adult
Vampire-sama ga Akiramenai! (This Vampire Won't Give Up!),"Kitaji, Madoka",2020.0,Romance,adult,,3.48,adult cyberpunk-classic esper kaneda manga neo-tokyo romance supernatural tetsuo
"I'll Raise You Well in This Life, Your Majesty!",Jaha,2021.0,Fantasy,adult,,3.48,drama fantasy manga
Sakura Taisen: Kanadegumi,"Shimada, Chie",2011.0,Manga,young_adult,,3.48,art comedy drama manga romance young_adult
Chicchai Kanojo Senpai ga Kawaisugiru.,"Akiba, Ruiki",2019.0,Slice of Life,adult,,3.48,comedy manga romance slice-of-life
Satanic Sweet,"Yamashita, Tomoko",2004.0,Romance,adult,,3.48,adult drama manga romance
Futei de Furachi na Ani desu ga.,"Shiraishi, Yuki",2012.0,Romance,young_adult,,3.48,comedy manga romance young_adult
Kanchigai Hime to Usotsuki Shimobe,"Takamiya, Satoru",2010.0,Romance,young_adult,,3.48,comedy coming-of-age gender manga romance school young_adult
Hyakujuu no Ou ni Tsugu!,"Akegami, Takara",2012.0,Manga,young_adult,,3.48,manga young_adult
Onegai☆Twins (Onegai Twins),Please!,2005.0,Manga,adult,,3.48,comedy drama manga romance
Rose Guns Days: Season 1 (Rose Guns Days Season 1),Ryukishi07,2012.0,Action,young_adult,,3.48,action adventure manga young_adult
Cossette no Shouzou (Le Portrait de Petit Cossette),"Katsura, Asuka",2004.0,Horror,adult,,3.48,art artistic brutal dark gore horror manga mind mystery psychological romance
Henjin Henkutsu Retsuden,"Araki, Hirohiko",1989.0,Manga,adult,,3.48,adult manga
Chiko no Negai (Chiko's Wish),"Yabuuchi, Yuu",2002.0,Fantasy,young_adult,,3.48,comedy drama fantasy manga young_adult
Dengeki Love Machine,"Hayakawa, Tomoko",2001.0,Romance,young_adult,,3.48,comedy manga romance young_adult
Munasawagi Karute,"Oota, Saki",2000.0,Manga,young_adult,,3.48,manga young_adult
PhD: Phantasy Degree,"Son, Hee-Joon",2001.0,Fantasy,young_adult,,3.48,action adventure comedy fantasy manga young_adult
Shinbun-bu no Komatsu-san,"Mizuno, Minami",2012.0,Manga,young_adult,,3.48,manga young_adult
Akuma no Omise: Shadow & Maria (Nightmares for Sale),"Oohashi, Kaoru",2001.0,Horror,young_adult,,3.48,horror manga supernatural young_adult
Miseinen Lovers,"Miyasaka, Kaho",2005.0,Manga,young_adult,,3.48,comedy drama manga romance young_adult
Life of a Quack Healer,Saesongi Deopbap,2023.0,Fantasy,adult,,3.48,action adventure fantasy manga
I'm a Part-Timer for the Gods,God Ttingjak,2023.0,Fantasy,adult,,3.48,action fantasy manga
8-gatsu 31-nichi no Long Summer,"Itou, Ikkado",2023.0,Science Fiction,adult,,3.48,comedy manga romance sci-fi
Last on Earth,Toy Car,2023.0,Fantasy,adult,,3.48,action adventure fantasy manga
"Kanojo mo Kanojo (Girlfriend, Girlfriend)",Hiroyuki,2020.0,Romance,young_adult,,3.48,comedy manga romance young_adult
Feng Ni Tianxia (Phoenix Goes Against the World),Lu Fei,2015.0,Fantasy,adult,,3.48,action adventure fantasy manga romance
"Kuuki ga ""Yomeru"" Shinnyuu Shain to Buaisou na Senpai","Torihara, Shuu",2020.0,Slice of Life,adult,,3.48,comedy manga romance slice-of-life
Hatsukoi to Taiyou (My first love like a bright sun.),"Kinoshita, Honoka",2018.0,Manga,young_adult,,3.48,manga young_adult
Hatsukoi Kids Sitter (First Love Kids Sitter),"Kuroda, Kurota",2022.0,Manga,adult,,3.48,manga
Money Game,"Bae, Jin-Soo",2018.0,Manga,adult,,3.48,dark high-stakes-game manga mind psychological survival
Crush of a Lifetime,"Jeong, Halim",2019.0,Romance,adult,,3.48,comedy manga romance
Empress of Another World,"Lee, Young-You",2016.0,Fantasy,adult,,3.48,drama fantasy manga romance
My Younger Brother's Friend,Nimni,2021.0,Manga,adult,,3.48,manga
Piyopiyo,"Mizukami, Satoshi",2005.0,Manga,adult,,3.48,adult manga
Ba_ku,"Hakase, Mizuki",2003.0,Fantasy,young_adult,,3.48,fantasy manga supernatural young_adult
I Adopted a Villainous Dad,Yunsul,2023.0,Manga,adult,,3.48,manga
Mieruko-chan: Koushiki Anthology Comic (Mieruko-chan Official Comic Anthology),"Katayama, Yousuke",2021.0,Horror,adult,,3.48,comedy horror manga supernatural
Kuroneko to Heishi (Black Cat and Soldier),"Aoi, Banri",2021.0,Slice of Life,adult,,3.48,comedy manga slice-of-life
"Otaku Tomo ga Kareshi ni Nattara, Saikou, kamo Shirenai (Having an Idol-Loving Boyfriend is the Best!)","Aoi, Mito",2020.0,Romance,adult,,3.48,comedy manga romance
Hakugin Gymnasium,"Hiruno, Tsukiko",2013.0,Drama,adult,,3.48,drama lgbt manga
World's Strongest Troll,Gunmandu Meokja,2022.0,Fantasy,adult,,3.48,action fantasy manga
Is This Hero for Real?,Parnar,2022.0,Fantasy,adult,,3.48,action fantasy manga
Zerozaki Kishishiki no Ningen Knock,"NISIO, ISIN",2014.0,Action,adult,,3.48,action adult manga supernatural
Sen to Man,"Sekiya, Asami",2012.0,Manga,adult,,3.48,adult manga
Hoshikuzu to Hanayome,"Mashiba, Nao",2012.0,Fantasy,young_adult,,3.48,comedy fantasy manga romance young_adult
Ameiro Kouchakan Souwa: Lilyca,"Hakamada, Mera",2012.0,Romance,adult,,3.48,lgbt manga romance
Ja Ja Uma Grooming UP!,"Yuuki, Masami",1994.0,Romance,young_adult,,3.48,comedy manga romance young_adult
Mou Speed de Karera wa,"Yamamoto, Nobuyo",2007.0,Manga,young_adult,,3.48,manga young_adult
Years,Nisei,2016.0,Slice of Life,adult,,3.48,adult drama manga slice-of-life
Stardust Memories,"Hoshino, Yukinobu",1995.0,Manga,adult,,3.48,adult manga
The Max Level Hero Strikes Back,Angmakkori,2020.0,Fantasy,adult,,3.48,action adventure fantasy manga
Kamiya,"Yamaguchi, Tsubasa",2022.0,Drama,adult,,3.48,adult drama manga supernatural
Uwasa no Saeki wa Kare to Koi ga Shitai (The Scandalous Saeki Wants to Fall in Love with Him),Utakata,2021.0,Manga,adult,,3.48,manga
Kagerou Daze Koushiki Anthology Comic: Spring,"Tanaka, Strike",2014.0,Manga,adult,,3.48,manga
Junketsu no Maria: Exhibition (Maria the Virgin Witch: Exhibition),"Ishikawa, Masayuki",2014.0,Fantasy,adult,,3.48,adult comedy fantasy manga
Tale of  (Fairy Tail: Ice Trail),"Shirato, Yuusuke",2014.0,Fantasy,adult,,3.48,action fantasy manga
Steins;Gate: Hiyoku Renri no Future Honey,Nitroplus,2012.0,Romance,young_adult,,3.48,comedy manga romance young_adult
World Customize Creator,"Hero, Tennki",2012.0,Fantasy,adult,,3.48,action fantasy manga
Datte Aishiteru,"Akira, Shouko",2008.0,Manga,young_adult,,3.48,manga young_adult
Pokémon HGSS,"Anakubo, Kousaku",2010.0,Comedy,young_adult,,3.48,adventure comedy manga young_adult
Pocket Monsters DP,"Anakubo, Kousaku",2006.0,Fantasy,children,,3.48,adventure children comedy fantasy germany johan-liebert manga psychological-thriller serial-killer tenma
Log Horizon: Nyanta Hanchou Shiawase no Recipe,"Touno, Mamare",2012.0,Manga,young_adult,,3.48,manga young_adult
Kikimimi Zukan,"Miyata, Kouji",2008.0,Manga,adult,,3.48,adult manga
Magika no Kenshi to Basileus (Magika Swordsman and Summoner),"Mihara, Mitsuki",2013.0,Fantasy,adult,,3.48,action adult comedy coming-of-age ecchi fantasy manga romance school supernatural
Happiness!,"Fujii, Rino",2006.0,Fantasy,adult,,3.48,adult comedy ecchi fantasy manga romance
Otokonoko Doushi Renaichuu.,"Fumi, Fumiko",2017.0,Slice of Life,adult,,3.48,comedy drama manga romance slice-of-life
Akuma no Mama (Mama Akuma),Kuzushiro,2018.0,Slice of Life,adult,,3.48,comedy manga slice-of-life supernatural
Haritoge Clemmie to Ou no Ie (Hedgehog in the King's House),Yuine,2016.0,Slice of Life,adult,,3.48,manga slice-of-life supernatural
Oniyome to Kekkon shiteshimatta Kekka,"Yamato, Nadeshiko",2019.0,Slice of Life,adult,,3.48,adult comedy manga romance slice-of-life
Ginban Kishi (Knight of the Ice),"Ogawa, Yayoi",2012.0,Romance,adult,,3.48,adult manga romance sports
Kenkouki: Hi no Kuni Daiteikokugun Kurenai Ikkitousen-tai,"Noguchi, Yuriko",2014.0,Manga,adult,,3.48,adult manga
Meteor Methuselah Fan Book 2: Darling.,"Ozaki, Kaori",2011.0,Romance,adult,,3.48,comedy manga romance
HG ni Koisuru Futari,"Kudou, Makoto",2019.0,Slice of Life,adult,,3.48,comedy manga slice-of-life
"Yoku Wakaranai keredo Isekai ni Tensei shiteita you desu (Not sure, but it looks like I got reincarnated in another world.)",Ashi,2019.0,Fantasy,adult,,3.48,adventure fantasy isekai manga parallel-world reincarnation
Moritat,"Lee, Sunee",2015.0,Mystery,adult,,3.48,lgbt manga suspense
Naraku no Futari (The Lovers in the Abyss),"Goroumaru, Emi",2020.0,Romance,adult,,3.48,drama manga romance
Shuumatsu no Koe,"Agasa, Reiji",2020.0,Manga,young_adult,,3.48,drama manga romance supernatural young_adult
Persona 2: Innocent Sin Comic Anthology,"Kari, Erika",2011.0,Comedy,adult,,3.48,comedy manga supernatural
Jimikoi,"Tooyama, Ema",2009.0,Slice of Life,young_adult,,3.48,comedy manga romance slice-of-life young_adult
Heart no Ousama (King of Hearts),"Yoshino, Aki",2007.0,Slice of Life,adult,,3.48,adult drama manga romance slice-of-life
P no Higeki (Rumiko Takahashi's Rumic Theater),"Takahashi, Rumiko",1987.0,Slice of Life,adult,,3.48,adult comedy manga slice-of-life supernatural
Trinity Seven: 7-nin no Mashotsukai Comic Anthology,"Nao, Akinari",2016.0,Fantasy,adult,,3.48,comedy coming-of-age ecchi fantasy manga romance school supernatural
Hakoniwa Yuugi,"Tanaka, Aya",2014.0,Horror,young_adult,,3.48,horror manga mystery young_adult
Muriyari♥Wedding,"Sugi, Shippo",2009.0,Manga,young_adult,,3.48,manga young_adult
Umehara: Fighting Gamers! (Daigo the Beast: Umehara Fighting Gamers!),"Nishide, Kengoro",2014.0,Manga,adult,,3.48,manga
Luna Lunatic,"Iisaka, Yukako",2000.0,Comedy,young_adult,,3.48,comedy manga supernatural young_adult
Taranta Ranta (Looking for Happiness),"Maki, Youko",2006.0,Slice of Life,young_adult,,3.48,drama manga romance slice-of-life young_adult
Hissing,"Kang, Eun Young",2003.0,Manga,young_adult,,3.48,manga young_adult
Kyoukasho wa Oshiete Kurenai,"Touda, Yoshimi",2009.0,Romance,young_adult,,3.48,drama manga romance young_adult
Caramel♥Kiss,"Yagami, Chitose",2006.0,Romance,young_adult,,3.48,fantasy manga romance young_adult
Itoshi no Nina,"Ikuemi, Ryou",2004.0,Romance,adult,,3.48,manga romance slice-of-life
"Oh, Chunja Chunja! High School Bullying","Hwang, Mi Ri",,Manga,adult,,3.48,manga
Shishunki Miman Okotowari Kanketsuhen,"Watase, Yuu",2000.0,Manga,young_adult,,3.48,manga young_adult
Toge ni Kuchizuke (Kissing on the Thorns),"Kisaragi, Hiiro",2017.0,Manga,adult,,3.48,adult manga
Ayanashi,"Kajimoto, Yukihiro",2016.0,Fantasy,young_adult,,3.48,drama fantasy manga young_adult
Koiiro Senritsu Double Ouji,"Mitsuki, Miko",,Romance,young_adult,,3.48,comedy manga romance young_adult
A Wolf Warning,"Kim, Yun-Jung",2006.0,Slice of Life,young_adult,,3.48,comedy manga romance slice-of-life young_adult
Ubatte Agemasu,"Saijou, Ayano",2008.0,Romance,young_adult,,3.48,comedy manga romance young_adult
Kimi kara no Résumé,Karen,1998.0,Romance,adult,,3.48,adult manga romance slice-of-life
Miku-4,Nagimiso,2007.0,Science Fiction,adult,,3.48,drama manga sci-fi
Renai Kyoushuujo,"Ayumi, Rin",2008.0,Manga,young_adult,,3.48,manga young_adult
Yuu Watase Best Selection,"Watase, Yuu",2008.0,Manga,young_adult,,3.48,manga young_adult
Aegis in the Dark,"Nanatsuki, Kyoichi",2000.0,Mystery,adult,,3.48,action adult manga mystery
Kanojo ga Cafe ni Kayou Wake (Great Waiters?),"Washio, Mie",,Manga,adult,,3.48,manga
Poppoya Love Letter (Poppaya - Love Letter),"Nagayasu, Takumi",1999.0,Romance,adult,,3.48,adult drama manga romance
