title,author,year,genre,audience,pages,goodreads_rating,tags
Marvel Super-Heroes (1967 - 1982),,2007.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Girl (2010),Joshua Hale Fialkov,2011.0,Superhero,adult,,3.9,superhero marvel action adult
"Marvel Milestones Special: Bloodstone, X-51, & Captain Marvel II (2006)",,2006.0,Superhero,adult,,3.9,superhero female-lead military space binary kree
Marvel Frontier Comics Unlimited (1994),"Nick Abadzis, Simon Jowett, Paul Neary, Nicholas Vince",1994.0,Western,adult,,3.9,western cowboy frontier
Marvel Tales: Venom (2019),"Peter David, David Michelinie",2019.0,Superhero,adult,,3.9,superhero horror dark symbiote anti-hero tongue
Marvel Feature (1971 - 1973),,2008.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Masterworks: Fantastic Four (2010 - 2011),,2011.0,Superhero,children,,3.9,superhero family science adventure baxter-building
Marvel Fanfare (1982 - 1992),,2005.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Universe Thor Comic Reader (2013),Louise Simonson,2013.0,Superhero,children,,3.9,superhero mythology asgard mjolnir lightning-god norse
Marvel Divas (2009),Roberto Aguirre-Sacasa,2009.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Super Hero Contest of Champions (2015),"Steven Grant, Mark Gruenwald, Bill Mantlo",2015.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Comics Presents (2019),"Charles Soule, Lonnie Nadler, Zac Thompson",2019.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Tales: Thanos (2019),"Jim Starlin, Ralph Macchio",2019.0,Superhero,young_adult,,3.9,superhero cosmic dark nihilism death infinity-gauntlet
"Marvel Super Hero Adventures: Webs and Arrows and Ants, Oh My! (2019)",Jim Mccann,2019.0,Superhero,children,,3.9,superhero anthology stories
Marvel Comics (2019),"Declan Shalvey, Marc Guggenheim, Simon Furman, Ann Nocenti",2019.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Super Special (2010),,2010.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Classics Comics Series Featuring (1976 - 1978),Doug Moench,1978.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Super Hero Adventures: The Spider-Doctor Infinite Comic (2019),,2019.0,Superhero,children,,3.9,superhero anthology stories
Marvel Boy: The Uranian (2010),Jeff Parker,2010.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Tales: Silver Surfer (2020),Ralph Macchio,2020.0,Superhero,young_adult,,3.9,superhero cosmic philosophical space power-cosmic
Marvel Boy (1950 - 1951),,2007.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Super Hero Adventures: Spider-Man and the Stolen Vibranium (2019),Jim Mccann,2019.0,Superhero,children,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Marvel Avengers Assemble Infinite Comic (2016),"Kevin Burke, Chris ""Doc"" Wyatt",2016.0,Superhero,adult,,3.9,superhero team earth-mightiest assembler global-threats
Marvel Universe Ultimate Spider-Man: Spider-Verse (2018),Vc Joe Caramagna,2018.0,Superhero,children,,3.9,superhero multiverse alternate-universe
Marvel Mangaverse: X-Men (2002),,2002.0,Superhero,adult,,3.9,superhero mutants political-allegory racism-metaphor xavier-institute team
Marvel Super Hero Adventures: Spider-Man - Web of Intrigue (2019),,2019.0,Superhero,children,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Marvel Mangaverse: Punisher (2002),Peter David,2002.0,Superhero,adult,,3.9,superhero dark vigilante skull war-zone crime violence military
Marvel Tales: Iron Man (2019),"Stan Lee, Larry Lieber, David Michelinie, Robert Bernstein",2019.0,Superhero,young_adult,,3.9,superhero technology armor billionaire stark-tech suits
Marvel Mangaverse: Ghost Riders (2002),,2002.0,Superhero,adult,,3.9,superhero horror supernatural demonic hellfire chain
Marvel Super Hero Adventures: Spider-Man - Web Designers (2019),"Sholly Fisch, Ty Templeton",2019.0,Superhero,children,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Marvel Mangaverse: Eternity Twilight (2002),,2002.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Super Hero Squad (2009 - 2010),Todd Dezago,2009.0,Superhero,children,,3.9,superhero marvel action adult
Marvel Mangaverse (2002),,2002.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Super Hero Adventures: Spider-Man - Across the Spider-Verse (2019),Daniel Kibblesmith,2019.0,Superhero,children,,3.9,superhero multiverse alternate-universe
Marvel Lego Avengers Adventure (2020),Paul Allor,2020.0,Superhero,adult,,3.9,superhero team earth-mightiest assembler global-threats
Marvel Tales: Ghost Rider (2019),Ralph Macchio,2019.0,Superhero,young_adult,,3.9,superhero horror supernatural demonic hellfire chain
Marvel Legacy: The 1980s (2006),Various,2006.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Super Hero Adventures: Ms. Marvel and the Teleporting Dog (2018),Jim Mccann,2018.0,Superhero,children,,3.9,superhero young-adult diverse muslim jersey-city embiggen
Marvel Knights: X-Men (2013 - 2014),Brahm Revel,2014.0,Superhero,adult,,3.9,superhero mutants political-allegory racism-metaphor xavier-institute team
Marvel Legacy: The 1960s (2006),"Sean Mcquaid, Al Sjoerdsma, Eric J. Moreels, Mark OEnglish",2006.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Super Hero Adventures: Inferno (2018),Jim Mccann,2018.0,Superhero,children,,3.9,superhero anthology stories
Marvel Knights: Hulk (2013 - 2014),Joseph Keatinge,2014.0,Superhero,adult,,3.9,superhero gamma-radiation rage science strength
Marvel Tales: Doctor Strange (2019),Ralph Macchio,2019.0,Superhero,young_adult,,3.9,superhero magic supernatural sorcerer-supreme sanctum
Marvel Knights 20th (2018 - 2019),Donny Cates,2019.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Super Hero Adventures: Captain Marvel - Mealtime Mayhem (2018),"Ty Templeton, Seanan Mcguire",2018.0,Superhero,children,,3.9,superhero female-lead military space binary kree
Marvel Knights (2000 - 2001),,2001.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Vampires Handbook (2010),Tim Seeley,2011.0,Horror,adult,,3.9,superhero horror dark supernatural
Marvel Illustrated: The Three Musketeers (2008 - 2009),Roy Thomas,2008.0,Superhero,children,,3.9,superhero marvel action adult
Marvel Super Hero Adventures: Captain Marvel - Halloween Spooktacular (2018),"Jeff Loveness, Jacob Chabot",2018.0,Superhero,children,,3.9,superhero female-lead military space binary kree
Marvel Illustrated: The Man in the Iron Mask (2007),,2008.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Tales: Captain America (2019),Ralph Macchio,2019.0,Superhero,young_adult,,3.9,superhero political war patriotism shield serum wwii-veteran
Marvel Illustrated: Picture of Dorian Gray (2007),,2008.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Super Hero Adventures: Captain Marvel - Frost Giants Among Us! (2018),"Joe Caramagna, Ty Templeton",2018.0,Superhero,children,,3.9,superhero female-lead military space binary kree
Marvel Illustrated: Last of the Mohicans (2007),,2008.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Universe Ultimate Spider-Man Vs. the Sinister Six (2016 - Present),,,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Marvel Shadows and Light (1996),"John Rozum, James Felder, Alex Leon, John Paul Leon",1996.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Saga (2009 - 2011),,2010.0,Superhero,adult,,3.9,action adult family marvel sci-fi superhero
Magneto: Dark Seduction (2000),Fabian Nicieza,2000.0,Superhero,adult,,3.9,superhero dark political villain mutant holocaust
Magik (1983 - 1984),Chris Claremont,1984.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Rising: Ms. Marvel/Squirrel Girl (2018),"G. Willow Wilson, Devin Grayson, Ryan North",2018.0,Superhero,young_adult,,3.9,superhero comedy young-adult unbeatable
Maestro (2020),Peter David,2020.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Tales: Avengers (2019),"Ralph Macchio, Roger Stern, Roy Thomas",2019.0,Superhero,young_adult,,3.9,superhero team earth-mightiest assembler global-threats
Marvel Apes: Speedball (2009),"Karl Kesel, Tom Peyer",2009.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Reading Chronology (2009),,2009.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel and Synchrony Present Captain America & Winter Soldier: War Bonds (2019),Marc Sumerak,2019.0,Superhero,adult,,3.9,superhero political war patriotism shield serum wwii-veteran
Marvel Age Hulk (2004 - 2005),,2005.0,Superhero,adult,,3.9,superhero gamma-radiation rage science strength
Marvel Preview (1975 - 1981),,2005.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Adventures: Super Heroes (2019),,2018.0,Superhero,children,,3.9,superhero anthology stories
Marvel Universe Ultimate Spider-Man (2012 - 2014),Vc Joe Caramagna,2014.0,Superhero,children,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Marvel Now! Point One (2012),"Nicholas Spencer, Jeph Loeb, Kieron Gillen, Dennis ""Hopeless"" Hallum",2012.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Adventures Iron Man (2007 - 2008),,2009.0,Superhero,adult,,3.9,superhero technology armor billionaire stark-tech suits
Marvel Mystery Comics 70th Anniversary Special (2009),Tom Defalco,2009.0,Superhero,children,,3.9,superhero marvel action adult
"Marvel Tails Starring Peter Porker, The Spectacular Spider-Ham (1983)",Tom Defalco,1983.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Holiday Spectacular (2009),,2009.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Monsters Poster Book (2008),,2008.0,Superhero,children,,3.9,superhero marvel action adult
Marvel Tales: Wolverine (2020),"Jim Lee, Fabian Nicieza, John Byrne, Chris Claremont",2020.0,Superhero,young_adult,,3.9,superhero dark berserker claws healing-factor weapon-x
"Marvel Future Fight: An Eye on the Future, presented by NETMARBLE (2017)",Marc Sumerak,2017.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Milestones (2005 - 2007),,2029.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Fanfare Facsimile Edition (2020),,2020.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Universe vs. The Avengers (2012 - 2013),Jonathan Maberry,2013.0,Superhero,adult,,3.9,superhero team earth-mightiest assembler global-threats
Marvel Comics Super Special (1977 - 1986),Doug Moench,1979.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Comics 1: 70th Anniversary Edition (2009),"Al Anders, Ben Thompson, Bill Everett, Paul Gustavson",2009.0,Superhero,adult,,3.9,superhero marvel action adult
MARVEL TALES: SPIDER-MAN 1 (2019 - Present),,,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Marvel Chillers (1975 - 1976),Jim Shooter - Duplicate,1976.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Super Hero Adventures: The Spider-Doctor (2018),Jim Mccann,2018.0,Superhero,children,,3.9,superhero anthology stories
Marvel Backlist Chronology (2011),,2011.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Super Heroes (1990 - 1993),,2005.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Mangaverse: Spider-Man (2002),,2002.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Marvel Super Hero Adventures: Spider-Man - Web Designers Infinite Comic (2019 - Present),,,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Marvel Mangaverse: Fantastic Four (2002),,2002.0,Superhero,adult,,3.9,superhero family science adventure baxter-building
Marvel Tales: Hulk (2019),Ralph Macchio,2019.0,Superhero,young_adult,,3.9,superhero gamma-radiation rage science strength
MARVEL MAGIC HANDBOOK (2007),,2007.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Knights: Spider-Man (2013 - 2014),Matt Kindt,2014.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Marvel Legacy: The 1970s (2006),"Sean Mcquaid, Chris Biggs, Eric J. Moreels, Mark OEnglish",2006.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Super Hero Adventures: Captain Marvel - Mealtime Mayhem Infinite Comic (2019),,2019.0,Superhero,children,,3.9,superhero female-lead military space binary kree
Marvel Tales: Captain Britain (2020),,2020.0,Superhero,young_adult,,3.9,superhero anthology stories
Marvel Illustrated: The Odyssey (2008 - 2009),Roy Thomas,2009.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Super Hero Adventures: Captain Marvel - Frost Giants Among Us! Infinite Comic (2019),,2019.0,Superhero,adult,,3.9,superhero female-lead military space binary kree
Marvel Illustrated: Moby Dick (2007 - 2008),Roy Thomas,2008.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Valentine Special (1997),Tom Peyer,1997.0,Superhero,adult,,3.9,superhero marvel action adult
Magneto: Not a Hero (2011 - 2012),Skottie Young,2012.0,Superhero,adult,,3.9,superhero dark political villain mutant holocaust
Marvel Rising: Squirrel Girl/Ms. Marvel (2018),"G. Willow Wilson, Ryan North, Devin Grayson",2018.0,Superhero,young_adult,,3.9,superhero comedy young-adult unbeatable
Maestro: War and Pax (2021),Peter David,2021.0,War,adult,,3.9,war military historical combat
Marvel Summer Supplemental Catalog 2020 (2020),,2020.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Apes: Amazing Spider-Monkey (2009),"Karl Kesel, Tom Peyer",2009.0,Superhero,young_adult,,3.9,superhero marvel action adult
Marvel Age Fantastic Four (2004 - 2005),,2005.0,Superhero,children,,3.9,superhero family science adventure baxter-building
Marvel Universe Vs. Wolverine (2011),Jonathan Maberry,2011.0,Superhero,adult,,3.9,superhero dark berserker claws healing-factor weapon-x
Marvel Nemesis: The Imperfects (2005),Greg Pak,2005.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Action Spider-Man (2018 - 2020),Delilah S. Dawson,2019.0,Superhero,children,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Marvel Super Stars Magazine (2010),Michael Turner,2011.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Tales: Ravencroft (2020),"Tom Defalco, J. M. DeMatteis, Dan Slott",2020.0,Superhero,young_adult,,3.9,superhero anthology stories
Marvel Mangaverse: New Dawn (2002),,2002.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Super Hero Adventures: Spider-Man - Spider-Sense of Adventure (2019),"Various , Sholly Fisch, Ty Templeton",2019.0,Superhero,children,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Marvel Knights Spider-Man (2004 - 2006),,2006.0,Superhero,adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Marvel Legacy: The 1990s (2007),Stan Lee,2007.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Super Hero Adventures: Captain Marvel - Halloween Spooktacular Infinite Comic (2019 - Present),,,Superhero,adult,,3.9,superhero female-lead military space binary kree
Marvel Illustrated: The Iliad (2007),,2008.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Tales: Black Widow (2019),"Ralph Macchio, Various",2019.0,Superhero,young_adult,,3.9,superhero spy female-lead assassin espionage
M&M’s Fudge Brownie Candies (2020),,,Superhero,adult,,3.9,superhero marvel action adult
Marvel Must Haves: Nyx 1-3 (2005),Brian Michael Bendis,2005.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Adventures Flip Magazine (2005 - 2007),,2007.0,Superhero,children,,3.9,superhero anthology stories
Marvel 1602: Fantastick Four (2006 - 2007),,2007.0,Superhero,adult,,3.9,superhero historical elizabethan alternate
Marvel Mangaverse: Avengers Assemble! (2002),,2002.0,Superhero,adult,,3.9,superhero team earth-mightiest assembler global-threats
Marvel Tales (1966 - 1994),,1987.0,Superhero,adult,,3.9,superhero anthology stories
Marvel Age Spider-Man Team-Up (2000 - 2005),,2005.0,Superhero,children,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Marvel Super Hero Adventures: Captain Marvel - First Day of School Infinite Comic (2019),,2019.0,Superhero,children,,3.9,superhero female-lead military space binary kree
Marvel Heartbreakers (2010),"Jim Mccann, C.B. Cebulski",2010.0,Romance,adult,,3.9,romance love relationship
Marvel Illustrated: Treasure Island (2007),,2008.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Tales: Fantastic Four (2019),"John Byrne, Stan Lee, Ralph Macchio",2019.0,Superhero,young_adult,,3.9,superhero family science adventure baxter-building
Marvel Double-Shot (2003),"Greg Rucka, Michael Gilbert",2003.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Premiere (1972 - 1981),,2007.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Legacy (2017),Jason Aaron,2017.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Masterworks: Atlas Era Strange Tales Vol. 4 (2010 - 2011),,2011.0,Superhero,adult,,3.9,superhero anthology stories
Marvel 75th Anniversary Celebration (2014),"James Robinson, Tom Defalco, Len Wein, Brian Michael Bendis",2014.0,Superhero,adult,,3.9,superhero marvel action adult
Marvel Atlas (2007 - 2008),"Anthony Flamini, Michael Hoskin, Eric J. Moreels, Stuart Vandal",2008.0,Superhero,children,,3.9,superhero marvel action adult
Siege: Storming Asgard - Heroes & Villains (2009),John Rhett Thomas,2010.0,Superhero,adult,,3.9,superhero epic asgard war
Spider-Geddon Handbook (2018),Various,2018.0,Superhero,young_adult,,3.9,superhero marvel action adult
Spider-Man (1990 - 1998),,2008.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Spider-Island: Avengers (2011),,2011.0,Superhero,adult,,3.9,superhero team earth-mightiest assembler global-threats
Spider-Man Team-Up (1995),Kurt Busiek,1997.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Spider-Man Noir: Eyes Without a Face (2009 - 2010),"Fabrice Sapolsky, David Hine",2010.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Soldier X (2002 - 2003),Karl Bollers,2003.0,War,adult,,3.9,war military historical combat
Second Coming: Prepare (2010),"Mike Carey, Jeph York, John Rhett Thomas",2010.0,Superhero,adult,,3.9,superhero marvel action adult
Spider-Man & the League of Realms (2019),Sean Ryan,2019.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Scream: Curse of Carnage (2019),Clay Chapman,2020.0,Superhero,adult,,3.9,superhero horror dark violence symbiote massacre
Slapstick Infinite Comic (2016 - 2017),"Fred Van Lente, Reilly Brown",2017.0,Superhero,adult,,3.9,superhero marvel action adult
Scarlet Spiders (2014 - 2015),Mike Costa,2015.0,Superhero,adult,,3.9,superhero marvel action adult
Spaceknights (2012),"Jim Starlin, Chris Batista, Dan Abnett, Andy Lanning",2012.0,Superhero,adult,,3.9,superhero marvel action adult
Scarlet Spider (2011 - 2012),Christopher Yost,2013.0,Superhero,adult,,3.9,superhero marvel action adult
Sky Doll Space Ship (2010),,2010.0,Superhero,adult,,3.9,superhero marvel action adult
Savage Wolverine (2013 - 2014),David Morrell,2014.0,Superhero,adult,,3.9,superhero dark berserker claws healing-factor weapon-x
Spider-Man Versus Wolverine (1987),Christopher Priest,1987.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
SAVAGE SWORD OF CONAN ANNUAL 1 (1975),,1975.0,Fantasy,adult,,3.9,fantasy action historical barbarian sword sorcery
Skrulls! (2008),Various,2008.0,Superhero,adult,,3.9,superhero marvel action adult
Sensational Spider-Man (2006 - 2007),Joe Quesada,2007.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Son Of Satan: Marvel Spotlight Facsimile Edition (2019),Gary Friedrich,2019.0,Superhero,young_adult,,3.9,superhero marvel action adult
Sensational She-Hulk (1989 - 1994),"Howard Mackie, Frank Miller, Dave Gibbons, Michael Eury",1993.0,Superhero,adult,,3.9,superhero comedy legal female-lead fourth-wall
Skrull Kill Krew (1995),,2006.0,Superhero,adult,,3.9,superhero marvel action adult
Secret Wars: Secret Love (2015),"Felipe Smith, Michel Fiffe, Marguerite Bennett, Jeremy Whitley",2015.0,Superhero,adult,,3.9,superhero multiverse cosmic epic battleworld
Spider-Man & Arana Special: The Hunter (2006),Tania Del Rio,2006.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Secret Wars: Battleworld (2015),"James Stokoe, Peter David",2015.0,Superhero,adult,,3.9,superhero multiverse cosmic epic battleworld
Skaar: Son of Hulk (2008 - 2010),Paul Jenkins,2009.0,Superhero,young_adult,,3.9,superhero gamma-radiation rage science strength
"SECRET WARS, TOO 1 (2015)","Kate Leth, Eric Powell, Rob Guillory, Ryan Browne",2015.0,Superhero,adult,,3.9,superhero multiverse cosmic epic battleworld
Son of M (2005 - 2006),,2006.0,Superhero,adult,,3.9,superhero marvel action adult
Secret Wars II (1985),,2006.0,Superhero,adult,,3.9,superhero multiverse cosmic epic battleworld
Six Guns (2011 - 2012),Andy Diggle,2012.0,Superhero,adult,,3.9,superhero marvel action adult
Secret Wars (2015 - 2016),Jonathan Hickman,2016.0,Superhero,adult,,3.9,superhero multiverse cosmic epic battleworld
Spider-Man Noir (2020),Margaret Stohl,2020.0,Superhero,adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Secret Warriors (2009 - 2011),Jonathan Hickman,2011.0,War,adult,,3.9,war military historical combat
Silver Surfer: The Prodigal Sun (2019),,2019.0,Superhero,adult,,3.9,superhero cosmic philosophical space power-cosmic
Secret Warps: Weapon Hex Annual (2019),"Al Ewing, Tim Seeley",2019.0,War,adult,,3.9,war military historical combat
Solo Avengers (1987 - 1989),"Tom Defalco, Peter Gillis",1989.0,Superhero,adult,,3.9,superhero team earth-mightiest assembler global-threats
Secret Warps: Iron Hammer Annual (2019),"Tini Howard, Al Ewing",2019.0,War,adult,,3.9,war military historical combat
Silver Surfer: Requiem (2007),,2007.0,Superhero,adult,,3.9,superhero cosmic philosophical space power-cosmic
Secret Warps: Arachknight Annual (2019),"Al Ewing, Jim Zub",2019.0,War,adult,,3.9,war military historical combat
Spider-Island: Spider-Woman (2011),Fred Van Lente,2011.0,Superhero,adult,,3.9,superhero female-lead espionage
Secret War (2004 - 2005),Brian Michael Bendis,2005.0,War,adult,,3.9,war military historical combat
Silver Surfer: In Thy Name (2007),Simon Spurrier,2008.0,Superhero,adult,,3.9,superhero cosmic philosophical space power-cosmic
Secret Invasion: X-Men (2008),Mike Carey,2008.0,Superhero,adult,,3.9,superhero conspiracy paranoia alien-infiltration
Spider-Man and Power Pack (2007),,2007.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Secret Invasion: War of Kings (2009),"Andy Lanning, Dan Abnett",2009.0,Superhero,adult,,3.9,superhero conspiracy paranoia alien-infiltration
Silver Surfer: Black (2019),Donny Cates,2019.0,Superhero,adult,,3.9,superhero cosmic philosophical space power-cosmic
Secret Invasion: Runaways/Young Avengers (2008),Christopher Yost,2008.0,Superhero,adult,,3.9,superhero conspiracy paranoia alien-infiltration
Spider-Man Unlimited (1993),Glenn Herdling,1996.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Secret Invasion: Inhumans (2008 - 2009),Joe Pokaski,2008.0,Superhero,adult,,3.9,superhero conspiracy paranoia alien-infiltration
Silver Surfer Facsimile Edition (2019),,2019.0,Superhero,young_adult,,3.9,superhero cosmic philosophical space power-cosmic
Sharon Carter & Black Widow (2010 - 2011),,2011.0,Superhero,adult,,3.9,superhero spy female-lead assassin espionage
Spider-Man 2: The Movie (2004),,2004.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
"Shanna, the She-Devil (2005)",,2006.0,Superhero,adult,,3.9,superhero marvel action adult
Silver Surfer Annual (1997),"Tom Defalco, J. M. DeMatteis",1997.0,Superhero,adult,,3.9,superhero cosmic philosophical space power-cosmic
Shang-Chi: Master of Kung Fu (2009),,2009.0,Superhero,adult,,3.9,superhero marvel action adult
Spider-Island: Heroes for Hire (2011),"Dan Abnett, Andy Lanning",2011.0,Superhero,adult,,3.9,superhero street-level crime team
Shang-Chi (2020 - Present),,,Superhero,adult,,3.9,superhero marvel action adult
Silver Surfer (2016 - 2017),Dan Slott,2017.0,Superhero,adult,,3.9,superhero cosmic philosophical space power-cosmic
Shadowmasters (1989 - 1990),Carl Potts,1990.0,Superhero,adult,,3.9,superhero marvel action adult
Spider-Man 2099 Meets Spider-Man (1995),Peter David,1995.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Shadowland: Spider-Man (2010),"Stephanie Hans, ART & COMICS INT'L",2010.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Shadowland: Moon Knight (2010),Gregg Hurwitz,2010.0,Superhero,adult,,3.9,superhero psychological dark egyptian dissociative
Spider-Man Poster (2007),Mark Brooks,2007.0,Superhero,children,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Shadowland: Elektra (2010),Zeb Wells,2010.0,Superhero,adult,,3.9,superhero dark female-lead ninja assassin
Shadowland: Bullseye (2010),John Layman,2010.0,Superhero,adult,,3.9,superhero marvel action adult
Shadowland (2010),Andy Diggle,2010.0,Superhero,adult,,3.9,superhero marvel action adult
Spider-Island (2015),"Christos Gage, Tom Defalco",2015.0,Superhero,adult,,3.9,superhero marvel action adult
Sgt. Fury (1963 - 1974),,2008.0,War,adult,,3.9,war military wwii howling-commandos
Spider-Island: Deadly Hands of Kung Fu (2011),Antony Johnston,2011.0,Superhero,adult,,3.9,superhero marvel action adult
Sentry: Fallen Sun (2010),Paul Jenkins,2010.0,Superhero,adult,,3.9,superhero marvel action adult
Spider-Ham (2019 - 2020),Zeb Wells,2020.0,Superhero,young_adult,,3.9,superhero marvel action adult
Sentry (2005 - 2006),,2006.0,Superhero,adult,,3.9,superhero marvel action adult
Sentinel Squad O*N*E (2006),,2006.0,Superhero,adult,,3.9,superhero marvel action adult
Spider-Gwen Annual (2016),Jason Latour,2016.0,Superhero,young_adult,,3.9,superhero young-adult female-lead alternate-universe
Sentinel (2003 - 2004),,2004.0,Superhero,adult,,3.9,superhero marvel action adult
Spider-Man Team-Up Special (2005),Todd Dezago,2005.0,Superhero,children,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Sensational Spider-Man: Self-Improvement (2019),Peter David,2019.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Spider-Gwen (2015 - 2018),Jason Latour,2018.0,Superhero,young_adult,,3.9,superhero young-adult female-lead alternate-universe
Silver Sable and the Wild Pack (2017),Christa Faust,2017.0,Superhero,adult,,3.9,superhero marvel action adult
Spider-Girl: The End! (2010),Tom Defalco,2010.0,Superhero,adult,,3.9,superhero marvel action adult
Silk (2021),Maurene Goo,2021.0,Superhero,young_adult,,3.9,superhero young-adult female-lead spider-powers
Spider-Island: Cloak & Dagger (2011),Nick Spencer,2011.0,Superhero,adult,,3.9,superhero marvel action adult
Spider-Girl Annual (1999),,2005.0,Superhero,adult,,3.9,superhero marvel action adult
Sigil (2011),Jelena Kevic Djurdjevic,2011.0,Superhero,adult,,3.9,superhero marvel action adult
SIEMENS: AVENGERS – BATTLE AGAINST THE STATUS QUO (2017),,,Superhero,adult,,3.9,superhero team earth-mightiest assembler global-threats
Spider-Girl (1998 - 2006),,2007.0,Superhero,adult,,3.9,superhero marvel action adult
Siege: Spider-Man (2010),Brian Reed,2010.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Siege: The Cabal (2010),Brian Michael Bendis,2009.0,Superhero,adult,,3.9,superhero epic asgard war
