mal_id,title,title_english,title_japanese,type,chapters,volumes,status,publishing,published_from,published_to,score,scored_by,rank,popularity,members,favorites,authors,serializations,genres,themes,demographics,synopsis,image_url
103942,Blue Flag,Blue Flag,青のフラッグ,Manga,54.0,8.0,Finished,False,2017-02-01,2020-04-08,8.01,31570,877.0,241,73747,3868,KAITO,Shounen Jump+,Romance,School,Shounen,"In his final year of high school, Taichi Ichinose finds himself sharing a class with his popular childhood friend Touma Mita for the third year in a row. Meanwhile, Taichi is hesitant to interact with his shy and clumsy classmate, Futaba Kuze, despite seeing her as a reflection of himself.

However, after an encounter in the library brings them together, Taichi discovers that Futaba has feelings for Touma. Initially harboring doubts at the prospect, he decides to help her after she declares an emotional yet firm decision to change. As spring comes into full bloom, the three classmates find themselves in a relationship entangled by intricate emotions and personal conflicts while they navigate through an uncertain future.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/194070.jpg
112268,My Dress-Up Darling,My Dress-Up Darling,その着せ替え人形〈ビスク・ドール〉は恋をする,Manga,119.0,15.0,Finished,False,2018-01-19,2025-03-21,8.01,85055,878.0,52,196904,7349,"Fukuda, Shinichi",Young Gangan,Romance,Otaku Culture|School,Seinen,"Engrossed in the family business of traditional doll making, Wakana Gojou is a reserved high school freshman without friends. Harboring painful memories of a childhood friend's disdain toward his interest, Gojou cannot relate to his classmates and their pastimes, eventually isolating himself.

Gojou has yet to perfect his crafting of dolls' faces, but is exceptionally skilled at making their clothes. His finesse with the sewing machine is soon discovered by his beautiful classmate Marin Kitagawa, whose boldness and honesty Gojou both admires and envies. Instantly, she shares with Gojou her own hobby: she likes to cosplay as characters from erotic video games.

However, Kitagawa cannot sew her own costumes, leading her to seek Gojou's expertise. Now, as he is dragged along to the charming girl's endless cosplay-related affairs, Kitagawa becomes his first friend who fully accepts him. Thus, although polar opposites, their relationship slowly blossoms through their aptitude in helping eac",https://myanimelist.net/images/manga/2/215054.jpg
120251,Saya no Uta,,沙耶の唄,Light Novel,,1.0,Finished,False,2018-12-14,,8.01,877,879.0,6254,3921,117,"Urobuchi, Gen|Chuuou, Higashiguchi|Ootsuki, Suzuki",,Drama|Horror|Romance|Supernatural,Psychological,,"Fuminori Sakisaka, a young man who lost his family in a tragic car accident, has his life saved through an untested surgical procedure. However, thanks to a strange side-effect, all that comes upon his eyes appears twisted and ugly. All except for the beautiful girl who goes by ""Saya"", who draws the color of beauty to Fuminori's stained existence. For him, she is the only strand of light still remaining in life.

(Source: Seikaisha, translated)",https://myanimelist.net/images/manga/1/236467.jpg
158296,Surviving the Game as a Barbarian,Surviving the Game as a Barbarian,게임 속 바바리안으로 살아남기,Manhwa,,,Publishing,True,2023-04-19,,8.01,6023,880.0,1223,18737,239,"Jeong, Yungang|Nep",Naver Webtoon,Action|Fantasy,Isekai|Reincarnation|Video Game,,"After playing the game ""Dungeon and Stone"" for nine years, Hansoo Lee finally reached the boss stage which had never been cleared by anyone before. However, upon entering the boss room, he received a notification that he had completed the tutorial and was now inhabiting the body of a playable character named Bjorn Jandel, who was a barbarian.

In the world of ""Dungeon and Stone,"" only one city remained standing following the world's destruction. Every month, a labyrinth would appear, offering explorers a chance to clear it and earn rewards. Barbarians were viewed as useless in all but combat, and those who didn't fight were unable to survive. If someone couldn't pay the exorbitant taxes imposed by the city, they faced the death penalty for tax evasion.

If it's discovered that a player possesses the character they're playing, they're labelled an ""evil spirit"" and killed. The only way for Hansoo to survive is to venture into the labyrinth and risk his life in battle. Armed with his accu",https://myanimelist.net/images/manga/2/281007.jpg
172750,Absolute Regression,Absolute Regression,절대회귀,Manhwa,,,Publishing,True,2024-07-29,,8.01,3257,881.0,2061,12051,70,"Park, Jin-Hwan|Jang, Yeonghun",Naver Webtoon,Action|Fantasy,Martial Arts|Time Travel,,"The past has changed, but like a fiery comet, he still comes. Mugi Hwa, the one without equal, slashed through Murim's skies with his sword, toppling every lord who dared to face him—even Cheonma, Mugeuk Geom's father. But Mugeuk didn't accept defeat. Instead, he turned to the forbidden: a time-bending ritual that hurled him into his own past. Now, retracing his steps, he races against the clock until Mugi emerges once again. But this time, it's not just about power, but mending old wounds and forging new bonds to unite his people and prepare for the bloodtide to come.

(Source: Webtoon Entertainment)",https://myanimelist.net/images/manga/2/308267.jpg
136793,Shiver: Junji Ito Selected Stories,Shiver: Junji Ito Selected Stories,伊藤潤二自選傑作集,Manga,10.0,1.0,Finished,False,1990-11-13,2015-10-07,8.0,6378,882.0,1916,12989,201,"Itou, Junji",Halloween,Horror,,Shoujo,"1. Chuuko Record (Used Record)
2. Samuke (Shiver)
3. Fashion Model
4. Kubitsuri Kikyuu (Hanging Blimp)
5. Ayatsuri Yashiki (Marionette Mansion)
6. Gaka (Painter)
7. Nagai Yume (The Long Dream)
8. Gosenzo-sama (Honored Ancestors)
9. Glyceride (Greased)
10. Fashion Model: Norowareta Framing (Fashion Model: Cursed Frame)",https://myanimelist.net/images/manga/3/265606.jpg
392,Tramps Like Us,Tramps Like Us,きみはペット,Manga,82.0,14.0,Finished,False,2000-05-08,2005-10-25,8.0,8904,883.0,912,24190,618,"Ogawa, Yayoi",Kiss,Award Winning|Comedy|Drama|Romance,,Josei,"Fed-up with a life of being under-appreciated and disrespected, Sumire Iwaya decides to change things when she picks up a young boy off the street and brings him into her house. Despite being total opposites, the two seem to complement one another as they try to carve out an ordinary life for themselves.

(Source: TokyoPop)",https://myanimelist.net/images/manga/3/165611.jpg
144241,Record of Highserk War,Record of Highserk War,濁る瞳で何を願う ハイセルク戦記,Manga,,,Publishing,True,2022-02-17,,8.0,3125,884.0,2095,11843,149,"Torutonen|Saitou, Yanomi",Shounen Magazine Edge,Action|Fantasy,Isekai|Military|Reincarnation,Shounen,"Raizou Takakura, who died of a heart attack, was reborn in another world as the third son of a penurious farmer. He is known as Walm in his second life and he has been living as a soldier for the Highserk Empire, a small country currently being invaded by the surrounding large countries.

To survive, Walm was forced to spend his days killing people left and right. The Highserk empire decided to point their fangs toward their enemy and plotted a great invasion battle against the principality of Myard as well as the Ferrius Kingdom. This led to Walm being covered in blood and witnessing the dying breaths of comrades and enemies alike, as well as learning of the fine line between life and death.

(Source: Kodansha, translated)",https://myanimelist.net/images/manga/3/269765.jpg
145854,Re-Living My Life with a Boyfriend Who Doesn't Remember Me,Re-Living My Life with a Boyfriend Who Doesn't Remember Me,死に戻りの魔法学校生活を、元恋人とプロローグから（※ただし好感度はゼロ）,Manga,,,Publishing,True,2022-01-30,,8.0,726,886.0,5743,4309,74,"Shirakawa, Gin|Mutsuhana, Eiko",Flos Comic,Fantasy|Mystery|Romance,School|Time Travel,,"Oriana, a seventeen-year-old magic student, suddenly dies alongside her boyfriend, Vincent. However, she returns from death in the body of her seven-year-old self with the memories of her past life intact—except for the knowledge of what killed her. She fantasizes for years about reuniting with her beloved, but when they finally meet, Vincent doesn’t remember her! Can she make Vincent fall in love with her again and avoid the death that started this mysterious time loop?

(Source: Seven Seas Entertainment)",https://myanimelist.net/images/manga/3/258257.jpg
19438,Mega Man Megamix,Mega Man Megamix,ロックマンメガミックス,Manga,10.0,3.0,Finished,False,1997-01-01,,8.0,769,887.0,12335,1707,65,"Ariga, Hitoshi",Comic Bonbon Zoukan,Action|Adventure|Sci-Fi,Mecha,Shounen,A collection of short stories from the original Rockman universe.,https://myanimelist.net/images/manga/5/301218.jpg
155158,Famiresu Iko.,,ファミレス行こ。,Manga,22.0,2.0,Finished,False,2020-11-12,2026-02-12,8.0,562,887.0,10727,2036,67,"Wayama, Yama",Comic Beam,Comedy,Organized Crime,Seinen,"Satomi Oka moves from Osaka to Tokyo when he enters university. On his way home from a New Year's party, he stops by a family restaurant and starts a part-time job... 

(Source: Kadokawa, translated)",https://myanimelist.net/images/manga/2/296459.jpg
159093,Bocchi the Rock! Side Story: Kikuri Hiroi's Heavy-Drinking Diary,Bocchi the Rock! Side Story: Kikuri Hiroi's Heavy-Drinking Diary,ぼっち・ざ・ろっく!外伝 廣井きくりの深酒日記,Manga,,,Publishing,True,2023-07-09,,8.0,1279,888.0,5311,4699,120,Kumichou,Comic Fuz,Comedy,Adult Cast|CGDCT|Music,,"Kikuri Hiroi—genius bassist of Sick Hack, terror of concert venues, eternal deadbeat, and all-around poor role model—has long held that there's no problem you can't drink your way out of. Whether it's the failing economy, overdue rent bills, or just plain ol' social anxiety, a quick trip on the spiral of happiness will help everything work itself out in the end...right? Surely her personal life isn't a total disaster, right?!

(Source: Yen Press)",https://myanimelist.net/images/manga/1/296005.jpg
26021,Hajimari no Niina,,はじまりのにいな,Manga,22.0,4.0,Finished,False,2010-09-18,2012-10-20,8.0,6873,890.0,1420,16460,164,"Minamori, Koyomi",Hana to Yume,Romance,,Shoujo,"Niina Aoyagi is an 11-year-old girl who claims to be in love with Atsurou Itami, a man 15 years older than her. In Niina's past life, she was a girl named Chitose Amamiya, who was infatuated with the same person when they were middle school students. Before Chitose's death, the two had made a promise, that Niina intends to fulfill while hiding the precious memories from her past. Can Niina heal the wounds in both their hearts?

[Written by MAL Rewrite]

Included one-shots:
Volume 1: Koi Baka.
Volume 4: Yasashii Tenohira, Machibito",https://myanimelist.net/images/manga/5/261738.jpg
173328,Ascendance of a Bookworm: Hannelore's Fifth Year at the Royal Academy,Ascendance of a Bookworm: Hannelore's Fifth Year at the Royal Academy,本好きの下剋上 ハンネローレの貴族院五年生,Light Novel,,,Publishing,True,2024-08-10,,8.0,165,891.0,26624,523,5,"Shiina, You|Kazuki, Miya",,Fantasy,School,,"Half a year has passed since Yurgenschmidt inaugurated its first underage aub. Hannelore, now an archduke candidate for the country's top-ranked duchy, is in the midst of a crisis. Despite her natural indecisiveness, she finds herself pressed to choose from a growing list of marriage candidates. Her father suggests Kenntrips and Rasantark—her childhood friends—but then her half-brother Raufereg throws his hat into the ring. And what about Wilfried, the apple of her eye? Convinced that Liebeskhilfe the Goddess of Binding is toying with the threads of her fate, Hannelore turns to her dear friend Rozemyne for guidance. In the debut volume of this battle fantasy, the divine avatar fights to settle an engagement! Features two original short stories and four-panel manga by You Shiina.

(Source: J-Novel Club)",https://myanimelist.net/images/manga/1/309807.jpg
58,W-Juliet,W-Juliet,Wジュリエット,Manga,79.0,14.0,Finished,False,1997-10-15,2002-11-20,8.0,4442,892.0,2268,10876,246,Emura,Hana to Yume,Comedy|Drama|Romance|Slice of Life,Crossdressing|Performing Arts|School,Shoujo,"Makoto Amano wants to become an actor, but his stern father has decreed that the only way Makoto can pursue his dream is to spend the last two years of high school as a girl! He quickly makes friends with popular tomboy Ito Miura, another drama enthusiast at this new high school and the only student to find out his secret—but are they more than pals?

(Source: VIZ Media)",https://myanimelist.net/images/manga/3/256786.jpg
99391,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",,同居人はひざ、時々、頭のうえ。,Manga,,,Publishing,True,2015-06-04,,8.0,2167,893.0,2324,10583,145,"Minatuki, Tunami|Futatsuya, As",Comic Polaris,Comedy|Slice of Life,Iyashikei|Pets,,"Mystery writer Mikazuki Subaru, who isn't good at dealing with people, finds them to be a disturbance when it comes to building his imaginary world. One day, he chances upon a stray cat and feels inspiration strike, so he brings the cat home as his muse.

Can watching the inexplicable behaviors of a cat form material for a novel?

(Source: MU)",https://myanimelist.net/images/manga/2/179355.jpg
422,The Wallflower: Yamatonadeshiko Shichihenge,The Wallflower: Yamatonadeshiko Shichihenge,ヤマトナデシコ七変化♥,Manga,148.0,36.0,Finished,False,2000-03-13,2015-01-13,8.0,11543,894.0,727,29147,1117,"Hayakawa, Tomoko",Bessatsu Friend,Drama|Romance,Reverse Harem|School,Shoujo,"It's a gorgeous, spacious mansion, and four handsome, fifteen-year-old friends are allowed to live in it for free! There's only one condition—that within three years the guys must transform the owner's wallflower niece into a lady befitting the palace in which they all live! How hard can it be?

Enter Sunako Nakahara, the agoraphobic, horror-movie-loving, pockmark-faced, frizzy-haired, fashion-illiterate recluse who tends to break into explosive nosebleeds whenever she sees anyone attractive. This project is going to take more than our four heroes ever expected: it needs a miracle!

(Source: Del Rey)",https://myanimelist.net/images/manga/2/173084.jpg
1496,I'm No Angel,I'm No Angel,天使なんかじゃない,Manga,40.0,8.0,Finished,False,1991-09-01,1994-11-01,8.0,2876,894.0,3223,7946,159,"Yazawa, Ai",Ribon Magazine,Drama|Romance,School,Shoujo,"In a brand-new high school of only first-years, Midori, a girl who gives her all, runs for a spot on the student council alongside Akira, a guy who sees things through. Once elected, they start a new legacy at the school while also falling in love.

Midori has had a crush on Akira ever since she saw him stop to rescue an abandoned cat. She hopes to become closer to Akira now that they're working together on the student council, but his heart may still belong to someone else...

(Source: VIZ Media)",https://myanimelist.net/images/manga/2/262986.jpg
5380,Hyouge Mono,,へうげもの,Manga,273.0,25.0,Finished,False,2005-08-18,2017-11-30,8.0,529,895.0,6524,3738,55,"Yamada, Yoshihiro",Morning,Award Winning|Drama,Adult Cast|Historical|Samurai|Visual Arts,Seinen,"It was the Sengoku-era, when the warlords usurped each other. There was a man whose soul was overtaken by the ways of tea and material greed, as he worked his way up toward greater power and status. His name was Sasuke Furuta, a subordinate warrior of Nobunaga Oda. With his world broadened by Nobunaga the Genius, and his spiritual insight learned from Senno Soueki the Master of Tea, Sasuke drove the road to hyouge. To live or not to live. For the power of the art. That is the question!

(Source: Kodansha)",https://myanimelist.net/images/manga/1/199292.jpg
11643,Kattobi Itto,,かっとび一斗,Manga,165.0,46.0,Finished,False,1985-08-06,1998-11-06,8.0,494,898.0,10922,1990,29,"Monma, Motoki",Shounen Jump (Monthly),Comedy|Sports,Team Sports,Shounen,"Itto and Yara are childhood rivals. Itto is small and quarrelsome while Yara is big and vindictive. Itto has been holding a grudge against Yara for a long time from the scar Yara made him five years ago during a fight… After years of travelling with his father, Itto finally returns to Japan only to reunite with a childhood rival, Yara. A very hilarious combination of circumstances will bring the unpredictable Itto to join Yara's soccer team… The manga follows this wacky duo as they, alongside the rest of the team, 'battle' other HS teams on the road to becoming Japan 's best. The intense footy goodness is only second to the ridiculously hilarious situations that Itto somehow manages to find himself in.",https://myanimelist.net/images/manga/2/260537.jpg
19671,Angel Beats!: Heaven's Door,Angel Beats!: Heaven's Door,Angel Beats! －Heaven's Door－,Manga,77.0,11.0,Finished,False,2010-03-30,2016-10-28,8.0,7182,900.0,997,22239,763,"Maeda, Jun|Key|Asami, Yuriko",Dengeki G's Comic,Action|Comedy|Drama|Supernatural,School,,"In a world after death, angels fight for their fate and their future. Yuri, the leader of the Shinda Sekai Sensen, rebels against the god who destined her to have an unreasonable life. On the other hand, Tenshi, the chairperson of the student council for the world after death, battles against the SSS members. SSS members utilize armed weaponry to battle it out against the angels harnessing supernatural powers.",https://myanimelist.net/images/manga/1/153985.jpg
24339,Ouran Koukou Host Club Short Special,,桜蘭高校ホスト部,One-shot,1.0,,Finished,False,2010-11-01,,8.0,2611,901.0,3877,6559,20,"Hatori, Bisco",LaLa,Comedy,,,"Two months after the Ouran Host Club members move to Boston, Mitsukuni ""Hunny"" Haninozuka experiences a very dramatic growth spurt. Now the shortest among their group, Haruhi Fujioka feels claustrophobic in her tiny apartment and self-conscious about her own height. The others in the club wonder what exactly happened to allow Hunny to grow so much in a brief time.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/4/39258.jpg
44933,Inspector Akane Tsunemori,Inspector Akane Tsunemori,監視官 常守朱,Manga,27.0,6.0,Finished,False,2012-11-02,2014-12-04,8.0,3806,903.0,1619,14964,174,"Urobuchi, Gen|Miyoshi, Hikaru",Jump SQ.,Action|Drama|Mystery|Sci-Fi,Adult Cast|Detective|Psychological,Shounen,"In futuristic Japan, the human soul is analyzed and digitized. A flawless structure called the Sibyl System assesses this data and creates a perfect life for each citizen while also evaluating their potential for crime—otherwise known as one's ""Psycho-Pass."" Even so, incidents still occur, requiring the existence of the Ministry of Welfare's Public Safety Bureau (MWPSB).

Short on personnel, MWPSB employs latent criminals as Enforcers—morally corrupt individuals whose Psycho-Pass surpasses the allowed threshold—in service of the capable Inspectors. They make use of Dominators, special guns designed to read one's Psycho-Pass, and work together to apprehend wrongdoers.

Being one of the few people the System considers adequate for MWPSB, Akane Tsunemori is assigned as Criminal Investigation Division's new Inspector of Division 01. Secured by her strong sense of justice, Tsunemori's Psycho-Pass is unwavering in the face of incurable fugitives on both the just and rotten sides of the syste",https://myanimelist.net/images/manga/1/144917.jpg
94919,Bokutachi ga Yarimashita,,僕たちがやりました,Manga,87.0,9.0,Finished,False,2015-04-06,2017-01-23,8.0,10578,904.0,642,32764,865,"Kaneshiro, Muneyuki|Araki, Hikaru",Young Magazine (Weekly),Drama,,Seinen,"Although satisfied with his average lifestyle, Tobio Masubuchi wishes for a long and fun existence, hoping that nothing will get in his way. Alongside his good friends Sho Isami, Yuki ""Maru"" Maruyama, and Hidero ""Paisen"" Kosaka, the group passes each day worry free, doing as they please. But when delinquents from a neighboring school overhear Maru saying that they should die, their troubles begin.
 
After being kidnapped and brutally assaulted, Maru is found by his friends, who are shocked to see what has been done to him. Angry, Tobio proposes that they take immediate revenge, and after deciding how they should do so, the four put their plan into action. But when what should have been just a prank turns deadly, Tobio's aspirations for an undisturbed life are shattered forever.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/168953.jpg
98639,Sleepy Princess in the Demon Castle,Sleepy Princess in the Demon Castle,魔王城でおやすみ,Manga,,,Publishing,True,2016-05-11,,8.0,6325,905.0,909,24245,621,"Kumanomata, Kagiji",Shounen Sunday,Comedy|Fantasy,Parody,Shounen,"In a world where humans and demons coexist, Demon Lord Tasogare holds the human empire's princess, Aurora Suya Rhys Kaymin, hostage. He demands humans to give him absolute rule on the world, but humanity refuses to concede without a fight and sends Yuusha Akatsuki to save the captive.

Meanwhile, although unharmed, Suya Rhys spends her time locked up in the demon castle, often feeling lethargic. Even so, she has trouble sleeping due to poor hospitality. The princess then begins her amusing adventures as she tries to make herself comfortable and finally get some sleep.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/183044.jpg
101851,Akebi's Sailor Uniform,Akebi's Sailor Uniform,明日ちゃんのセーラー服,Manga,,,Publishing,True,2016-08-02,,8.0,3332,905.0,1497,15975,342,Hiro,Tonari no Young Jump,Slice of Life,School,Seinen,Akebi Komichi lives out in the countryside with her family. She's won entrance to the prestigious Roubai Academy middle school for girls and now she wants only two things—to wear the school's sailor uniform and to make a hundred friends!,https://myanimelist.net/images/manga/2/250312.jpg
102165,Tokidoki,Tokidoki,刻どキ,One-shot,1.0,,Finished,False,2016-10-20,,8.0,31177,908.0,379,51576,998,"Komi, Naoshi",Jump GIGA,Drama|Romance,School,Shounen,"A heart can only beat so many times in a lifetime. Kokuhaku disease, a rare condition that weakens the heart, leaves the victim with less heartbeats and a shorter lifespan than normal. With the right device, the amount of heartbeats remaining can be measured.

When Hato Iijima accidentally walks in on Hatsu Takagi changing her clothes, he sees this device attached to her chest. Hatsu has resigned herself to an uneventful and isolated life to avoid elevating her heart rate. However, she expresses her true desire—to freely and wholeheartedly experience every second she has left. Recognizing her wish, Hato swears to help her enjoy life to the fullest and make her heart beat like crazy.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/1/184995.jpg
122104,"The Night Is Short, Walk on Girl","The Night Is Short, Walk on Girl",夜は短し歩けよ乙女,Novel,4.0,1.0,Finished,False,2006-11-29,,7.99,468,908.0,8254,2826,21,"Nakamura, Yusuke|Morimi, Tomihiko",,Comedy|Romance,,,"A college student spends an evening out, unwittingly attracting the attention of various men whose paths she crosses. One in particular, an upperclassman who has been nursing a crush on her for some time, has chosen this night to make his true feelings known.

Will the two come together, or will this girl just keep on walking...?

(Source: Yen Press)",https://myanimelist.net/images/manga/2/230891.jpg
888,Tail of the Moon,Tail of the Moon,月のしっぽ,Manga,105.0,15.0,Finished,False,2003-03-25,2007-08-24,7.99,5725,909.0,2063,12045,381,"Ueda, Rinko",Margaret,Adventure|Comedy|Fantasy|Romance,Historical,Shoujo,"Usagi is the granddaughter of the leader of a prestigious ninja village, but she's such a klutz that she's never made it out of the kiddie class. Frustrated with Usagi's lack of progress, her grandfather sends her to marry Lord Hanzo and have lots of ninja babies. But the lord has no interest in her or her childbearing potential! 

(Source: VIZ Media)",https://myanimelist.net/images/manga/3/160615.jpg
3486,Shiki,,屍鬼,Manga,42.0,11.0,Finished,False,2007-12-04,2011-06-03,7.99,7208,910.0,925,23917,504,"Fujisaki, Ryuu|Ono, Fuyumi",Jump SQ.,Horror|Mystery|Supernatural|Suspense,Gore|Psychological|Vampire,Shounen,"Nothing ever happens in the village of Sotoba. In fact, it is viewed as nothing more than a hick town by its most outgoing and fashionable resident, Megumi Shimizu. She wants nothing more than to live in the city, far away from the villagers and their outdated ways of thinking. So when a new European-style house is built on a hill in the village, Megumi believes its residents must be cultured and refined, so she decides to pay them a visit.

However, Megumi doesn't return home that night. After a grueling search, she is found the next day, weak and anemic, with strange bite marks on her. But Megumi is just the first victim in what will soon become an epidemic in Sotoba as the bodies start piling up. The village doctor Toshio Ozaki, along with the priest Seishin Muroi, the loner Natsuno Yuuki, and the Tanaka siblings Kaori and Akira, begin investigating the strange deaths. But the answer to their predicament may be more than any of them can handle, for soon the dead could outnumber the ",https://myanimelist.net/images/manga/1/56519.jpg
975,Ludwig Kakumei,,ルードヴィッヒ革命,Manga,16.0,4.0,Finished,False,1998-11-01,2007-07-26,7.99,5719,910.0,1743,14064,399,"Yuki, Kaori",Bessatsu Hana to Yume,Adventure|Drama|Fantasy|Horror|Romance|Supernatural,Historical,Shoujo,"In this grim and realistic take on classic fairy tales, Prince Ludwig, a female corpse collector, is ordered by his father to find himself a wife more suitable than the women he often brings into the castle. Along with his servant Wilhelm, they travel across the land in search of fair maidens from classic stories in hopes of finding Ludwig a wife.

(Source: Aerandria Scans)",https://myanimelist.net/images/manga/2/198404.jpg
5618,Fire Emblem: Genealogy of the Holy War,Fire Emblem: Genealogy of the Holy War,ファイアーエムブレム 聖戦の系譜,Manga,,16.0,Finished,False,1999-01-01,2001-01-01,7.99,533,911.0,13038,1587,58,"Oosawa, Mitsuki",,Adventure|Fantasy,,,"Based on the Super Famicom strategy game, Fire Emblem 4 features the son of Lord Byron of Chalphy, Lord Sigurd. Bandits from Verdane made an attack while Grandbell's armies were away, and now Sigurd rallies the remaining forces to drive the bandits out so he can save his friend, Edin... Little does he know what he leads himself into will lead into a tragic turn of events in the face of Grandbell.

(Source: The English Fire Emblem Documentary)",https://myanimelist.net/images/manga/3/7185.jpg
10270,Karneval,Karneval,カーニヴァル,Manga,163.0,28.0,Finished,False,2007-08-28,2021-10-28,7.99,9912,914.0,536,38173,1298,"Mikanagi, Touya",Comic ZERO-SUM,Action|Fantasy|Mystery|Sci-Fi,,Josei,"Naive boy Nai has been looking for someone important to him, with only an old bracelet and the name ""Karoku"" as his clues to their whereabouts. Along the way, he becomes ensnared by a monstrous woman hellbent on keeping him as a pet. But soon, he is saved by a clever and crafty thief named Gareki, who has broken into the woman's house to loot it. The two find themselves labeled as wanted criminals and end up entangled in the affairs of ""Circus""—the country's most powerful defense organization. Circus is responsible for protecting the nation's citizens from entities known as ""varuga""—monsters who consume human flesh—as well as uncovering the operations of a mysterious organization called Kafka.

Circus has taken an interest in Nai upon learning that the bracelet he possessed turns out to be an old Circus ID. While Nai decides to stay in Circus' care, Gareki struggles to find his place aboard the ship. As their search for Karoku deepens, the pair encounter more dangerous varuga who all s",https://myanimelist.net/images/manga/3/172699.jpg
5655,Children of the Sea,Children of the Sea,海獣の子供,Manga,43.0,5.0,Finished,False,2005-12-24,2011-09-24,7.99,4240,914.0,1185,19271,504,"Igarashi, Daisuke",Ikki,Award Winning|Drama|Mystery|Supernatural,,Seinen,"Ruka's dad and the other adults who work at the aquarium are only distantly aware of what the children are experiencing as they get caught up in the mystery of the worldwide disappearance of the oceans' fish.

(Source: VIZ Media)",https://myanimelist.net/images/manga/3/161119.jpg
10580,Persona 4,Persona 4,ペルソナ4,Manga,68.0,13.0,Finished,False,2008-09-19,2019-03-27,7.99,3096,915.0,2210,11206,310,"Sogabe, Shuji|Atlus",Dengeki Maoh,Action|Drama|Supernatural,,Seinen,"Inaba is a sleepy countryside town that has recently been the center of a string of mysterious serial murders. While his parents head abroad for work, Souji Seta moves into the town to live with his uncle for the year. He enrolls at Yasogami High School, where he is placed in the same class as the bold Chie Satonaka, the rowdy Yosuke Hanamura, and the refined Yukiko Amagi. The four quickly become friends and begin to hang out after school, where Chie asks Souji if he has ever heard of the ""Midnight Channel""—a channel one can view on their turned-off TV when they are alone at midnight during rainy weather. It is said that while staring at one's reflection on the screen, their soulmate will appear instead.

Believing it to be an urban legend, Souji, Chie, and Yosuke decide to tune in at the stroke of midnight, when they witness a classmate of theirs appear on the screen. When the same classmate ends up being the next victim in the serial murders, the three of them realize that the myster",https://myanimelist.net/images/manga/1/217941.jpg
1766,The Music of Marie,The Music of Marie,Marieの奏でる音楽,Manga,17.0,2.0,Finished,False,1999-12-10,2001-09-12,7.99,5048,916.0,1485,16056,266,"Furuya, Usamaru",Comic Birz,Drama|Fantasy|Romance,,Seinen,"In a surreal world of abundant wonders, Gil is a workshop town specialized in mechanical craftsmanship, boasting the largest population in the land of Piril. People lead simple lives with little to no advancement in technology, worshipping Marie, a mechanical Goddess who keeps vigil of Piril from the sky.

Daughter of the top mechanical artisan of Gil, Pipi is a cheerful and popular young girl. She likes her childhood friend, Kai, who has an extraordinary ability to hear sounds inaudible to the human ear. He is the only one in town who can listen to Marie's ""music."" The soothing sounds that come from her are said to retain the peace and harmony of the land. Kai's affection for Marie deepens as he continues to experience these sounds and see visions of himself through her eyes.

Exploring the fantasy world of Kai and Pipi, Marie no Kanaderu Ongaku tackles concepts of religion, technology, and what it truly means to be happy.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/171103.jpg
17374,Himegimi to Sanbiki no Kemono,,姫君と三匹の獣,Manga,12.0,4.0,Finished,False,2009-02-20,2011-03-20,7.99,4125,918.0,2691,9368,103,"Miyuki, Mitsubachi",The Hana to Yume,Fantasy,,Shoujo,"The royal palace of the kingdom of Alba Forest received one letter of advance notice. That is, ""We shall take the last treasure left behind by the late king to his beloved daughter, Violet."" The sender of that letter was a group of robbers called the ""Three Beasts."" When Violet meets one of them by chance, the crow, her life changes greatly...! 

(Source: Starry Heaven)",https://myanimelist.net/images/manga/1/255812.jpg
7747,Ushio and Tora,Ushio and Tora,うしおととら,Manga,313.0,33.0,Finished,False,1990-02-10,1996-10-09,7.99,3647,920.0,2331,10566,134,"Fujita, Kazuhiro",Shounen Sunday,Action|Award Winning|Comedy|Supernatural,Mythology,Shounen,"Ushio to Tora centers around the travails and battles of Ushio Aotsuki, who is constantly being stalked and aided by a gigantic, supernatural and sometimes invisible tiger-like monster.

Ushio's family maintains a Shinto temple in Japan, where ~500 years ago, his samurai ancestor battled that same tiger to a standstill, and eventually trapped him against a rock using a blessed spear called the ""Beast Spear,"" which in addition to its intrinsic formidability as a weapon, can also endow its wielder with the martial ability of the ancestor who originally wielded it.

Ushio accidentally unsealed the cave Tora was trapped in. Initially, Ushio refuses to remove the spear pinning Tora down, but Tora's unsealed presence summons various monsters who wish to fight him, and by extension Ushio. Ushio is forced to free Tora, who would like to eat Ushio, but dares not since Ushio keeps the spear close by. The series focuses on their relationship, interspersed with battles against mythological foes, a",https://myanimelist.net/images/manga/3/166841.jpg
